Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.12,0,0.7604264797094561863486400801,0.760426479709456,0.725850400965942,0.760426479709456,0.725850400965942,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,3264278
0.13,0,0.7600624281400394778548780719,0.76006242814004,0.725486349396526,0.76006242814004,0.725486349396526,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,3536302
0.14,0,0.7596425956787409815108861633,0.759642595678741,0.725066516935227,0.759642595678741,0.725066516935227,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,3808325
0.15,0,0.7591922238189481480342050004,0.759192223818948,0.724616145075434,0.759192223818948,0.724616145075434,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,4080348
0.16,0,0.7587286844261847501935514799,0.758728684426185,0.724152605682671,0.758728684426185,0.724152605682671,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,4352371
0.17,0,0.7582641921312057260040892923,0.758264192131206,0.723688113387692,0.758264192131206,0.723688113387692,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,4624394
0.18,0,0.7578074748853366696424665406,0.757807474885337,0.723231396141823,0.757807474885337,0.723231396141823,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,4896418
0.19,0,0.7573646839615776995866402417,0.757364683961578,0.722788605218064,0.757364683961578,0.722788605218064,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,5168440
0.20,0,0.7569400027880423541920374303,0.756940002788042,0.722363924044529,0.756940002788042,0.722363924044529,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,5440464
0.21,0,0.7565368841161352015235761810,0.756536884116135,0.721960805372621,0.756536884116135,0.721960805372621,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,5712487
0.22,0,0.7561575722280721101406858727,0.756157572228072,0.721581493484558,0.756157572228072,0.721581493484558,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,5984510
0.23,0,0.7558036589951910812634439469,0.755803658995191,0.721227580251677,0.755803658995191,0.721227580251677,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,6256534
0.24,0,0.7554763686937604984245895470,0.755476368693761,0.720900289950247,0.755476368693761,0.720900289950247,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,6528556
0.25,0,0.7551765594107850308393003338,0.755176559410785,0.720600480667271,0.755176559410785,0.720600480667271,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,6800580
0.26,0,0.7557060406849902186376270067,0.75570604068499,0.721129961941476,0.75570604068499,0.721129961941476,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,7072603
0.27,0,0.7562641372867135767271441743,0.756264137286714,0.7216880585432,0.756264137286714,0.7216880585432,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,7344626
0.28,0,0.7568512279797456430751389614,0.756851227979746,0.722275149236232,0.756851227979746,0.722275149236232,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,7616650
0.29,0,0.7574677906145964206927196533,0.757467790614596,0.722891711871083,0.757467790614596,0.722891711871083,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,7888672
0.30,0,0.7581136376935775004006992915,0.758113637693578,0.723537558950064,0.758113637693578,0.723537558950064,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,8160696
0.31,0,0.7587892209948846089602047066,0.758789220994885,0.724213142251371,0.758789220994885,0.724213142251371,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,8432719
0.32,0,0.7594946553026289895703089397,0.759494655302629,0.724918576559115,0.759494655302629,0.724918576559115,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,8704742
0.33,0,0.7602303236747301248507468843,0.76023032367473,0.725654244931216,0.76023032367473,0.725654244931216,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,8976766
0.34,0,0.7609962222948682351669571762,0.760996222294868,0.726420143551354,0.760996222294868,0.726420143551354,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,9248789
0.35,0,0.7617926106645948460075930896,0.761792610664595,0.727216531921081,0.761792610664595,0.727216531921081,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,9520812
0.36,0,0.7626197546422536902491057310,0.762619754642254,0.72804367589874,0.762619754642254,0.72804367589874,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,9792835
0.37,0,0.7634781174548699562609482872,0.76347811745487,0.728902038711356,0.76347811745487,0.728902038711356,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,10064860
0.38,0,0.7643680737205112914099912139,0.764368073720511,0.729791994976998,0.764368073720511,0.729791994976998,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,10336880
0.39,0,0.7652898059711529991891339324,0.765289805971153,0.730713727227639,0.765289805971153,0.730713727227639,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,10608900
0.40,0,0.7662438740860040391877689459,0.766243874086004,0.73166779534249,0.766243874086004,0.73166779534249,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,10880930
0.41,0,0.7672308021558680691650952313,0.767230802155868,0.732654723412354,0.767230802155868,0.732654723412354,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,11152950
0.42,0,0.7682511748004920765220236226,0.768251174800492,0.733675096056978,0.768251174800492,0.733675096056978,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,11424970
0.43,0,0.7693057799451536938727133506,0.769305779945154,0.73472970120164,0.769305779945154,0.73472970120164,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,11697000
0.44,0,0.7703950833772878321066525589,0.770395083377288,0.735819004633774,0.770395083377288,0.735819004633774,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,11969020
0.45,0,0.7715199924403319926168140716,0.771519992440332,0.736943913696818,0.771519992440332,0.736943913696818,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,12241040
0.46,0,0.7726816255326847462020699825,0.772681625532685,0.738105546789171,0.772681625532685,0.738105546789171,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,12513070
0.47,0,0.7738804762172464243937441016,0.773880476217246,0.739304397473733,0.773880476217246,0.739304397473733,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,12785090
0.48,0,0.7751178819370620950850568683,0.775117881937062,0.740541803193548,0.775117881937062,0.740541803193548,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,13057110
0.49,0,0.7763949981036695284335298856,0.77639499810367,0.741818919360156,0.77639499810367,0.741818919360156,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,13329140
0.50,0,0.7777131295069226419533778899,0.777713129506923,0.743137050763409,0.777713129506923,0.743137050763409,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,13601160
0.51,0,0.7790735491363463409856503773,0.779073549136346,0.744497470392832,0.779073549136346,0.744497470392832,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,13873180
0.52,0,0.7806959816677188132223361146,0.780695981667719,0.746119902924205,0.780695981667719,0.746119902924205,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,14145210
0.53,0,0.7824534287904188074280237885,0.782453428790419,0.747877350046905,0.782453428790419,0.747877350046905,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,14417230
0.54,0,0.7842523338329204613173520172,0.784252333832921,0.749676255089407,0.784252333832921,0.749676255089407,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,14689250
0.55,0,0.7860950890531335248635527704,0.786095089053134,0.75151901030962,0.786095089053134,0.75151901030962,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,14961280
0.56,0,0.7879836094146377844433425756,0.787983609414638,0.753407530671124,0.787983609414638,0.753407530671124,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,15233300
0.57,0,0.7899205871766928603307823418,0.789920587176693,0.755344508433179,0.789920587176693,0.755344508433179,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,15505320
0.58,0,0.7919089221675584461365896518,0.791908922167558,0.757332843424045,0.791908922167558,0.757332843424045,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,15777340
0.59,0,0.7939515142161632731133493075,0.793951514216163,0.758673891848475,0.793951514216163,0.758673891848475,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,16049370
0.60,0,0.7960515631521013901506291879,0.796051563152101,0.760072397160239,0.796051563152101,0.760072397160239,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,16321390
0.61,0,0.7996625489978729975588682624,0.799662548997873,0.762981839381836,0.799662548997873,0.762981839381836,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,16593420
0.62,0,0.8032865348415917849588092724,0.803286534841592,0.76590428160138,0.803286534841592,0.76590428160138,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,16865440
0.63,0,0.8069794846337213822281854597,0.806979484633722,0.768895687769335,0.806979484633722,0.768895687769335,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,17137460
0.64,0,0.8107463906381586197356730299,0.810746390638159,0.771961050149598,0.810746390638159,0.771961050149598,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,17409480
0.65,0,0.8145925451194538588023560741,0.814592545119454,0.775105661006719,0.814592545119454,0.775105661006719,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,17681510
0.66,0,0.8185231630477992337787687168,0.818523163047799,0.77833473531089,0.818523163047799,0.77833473531089,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,17953530
0.67,0,0.8225447366890421212111197723,0.822544736689042,0.781654765327958,0.822544736689042,0.781654765327958,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,18225550
0.68,0,0.8266643658780044342781629652,0.826664365878004,0.785072850892746,0.826664365878004,0.785072850892746,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,18497580
0.69,0,0.8308897428818193697341373323,0.830889742881819,0.788596684272386,0.830889742881819,0.788596684272386,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,18769600
0.70,0,0.8352293826732527806830408955,0.835229382673253,0.792234780439646,0.835229382673253,0.792234780439646,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,19041620
0.71,0,0.8368445699523819383777010311,0.836844569952382,0.7931484240946,0.836844569952382,0.7931484240946,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,19313650
0.72,0,0.8382847196932448161106094115,0.838284719693245,0.793887030211288,0.838284719693245,0.793887030211288,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,19585670
0.73,0,0.8397249241655164543430696123,0.839724924165516,0.794625691059386,0.839724924165516,0.794625691059386,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,19857690
0.74,0,0.8411651832078314668144321669,0.841165183207832,0.795364406477526,0.841165183207832,0.795364406477526,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,20129720
0.75,0,0.8426055890911215691525156580,0.842605589091122,0.796103268736642,0.842605589091122,0.796103268736642,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,20401740
0.76,0,0.8440459567919352649779576292,0.844045956791935,0.796842092813281,0.844045956791935,0.796842092813281,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,20673760
0.77,0,0.8454863785824481367330357884,0.845486378582448,0.797580970979619,0.845486378582448,0.797580970979619,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,20945790
0.78,0,0.8469270467354554977635942993,0.846927046735456,0.798320095508452,0.846927046735456,0.798320095508452,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,21217810
0.79,0,0.8483675762293630610660086910,0.848367576229363,0.799059081378185,0.848367576229363,0.799059081378185,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,21489830
0.80,0,0.8498083517698654827537369170,0.849808351769866,0.799798313294513,0.849808351769866,0.799798313294513,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,21761860
0.81,0,0.8582007883365923426083087736,0.858200788336592,0.807489206237066,0.858200788336592,0.807489206237066,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,22033880
0.82,0,0.8665933782047896375507611025,0.86659337820479,0.815180252481088,0.86659337820479,0.815180252481088,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,22305900
0.83,0,0.8749862136503091853861606288,0.874986213650309,0.822871544302434,0.874986213650309,0.822871544302434,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,22577920
0.84,0,0.8833789096546005852180495612,0.883378909654601,0.83056269668255,0.883378909654601,0.83056269668255,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,22849950
0.85,0,0.8917716584947204949423054153,0.89177165849472,0.838253901898496,0.89177165849472,0.838253901898496,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,23121970
0.86,0,0.9001643600166565006913374487,0.900164360016656,0.845945059796258,0.900164360016656,0.845945059796258,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,23394000
0.87,0,0.9085574064986602221046622289,0.90855740649866,0.853636562654087,0.90855740649866,0.853636562654087,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,23666020
0.88,0,0.9169503129245708201056193781,0.916950312924571,0.861327925455823,0.916950312924571,0.861327925455823,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,23938040
0.89,0,0.9253434640054954853703647040,0.925343464005496,0.869019532912573,0.925343464005496,0.869019532912573,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,24210060
0.90,0,0.9337363747264526338764175470,0.933736374726453,0.876710900009356,0.933736374726453,0.876710900009356,0,0,0,0,6.261017617152010,31.56873253828821639236294574,31.56873253828821639236294574,24482090
0.91,0,0.940085782074592,0.940085782074593,0.88267253412942,0.940085782074593,0.88267253412942,0,0,0,0,6.59670750223562,31.749124222079,31.6812485673265,24754110
0.92,0,0.959134004119012,0.959134004119013,0.900557436489611,0.959134004119013,0.900557436489611,0,0,0,0,6.93239738731922,31.9295159058698,31.7937645963647,25026130
0.93,0,1.02588764535599,1.02588764535599,0.96484027618713,1.02588764535599,0.96484027618713,0,0,0,0,7.26808727240283,32.1099075896605,31.906280625403,25298160
0.94,0,1.13082259476331,1.13082259476331,1.06657860204188,1.13082259476331,1.06657860204188,0,0,0,0,7.60377715748643,32.2902992734513,32.0187966544412,25570180
0.95,0,1.23575754417063,1.23575754417063,1.16831692789663,1.23575754417063,1.16831692789663,0,0,0,0,7.93946704257004,32.4706909572421,32.1313126834794,25842200
0.96,0,1.34069249357795,1.34069249357795,1.27005525375138,1.34069249357795,1.27005525375138,0,0,0,0,8.27515692765365,32.6510826410328,32.2438287125177,26114230
0.97,0,1.44562744298527,1.44562744298527,1.37179357960613,1.44562744298527,1.37179357960613,0,0,0,0,8.61084681273726,32.8314743248236,32.3563447415559,26386250
0.98,0,1.5505623923926,1.5505623923926,1.47353190546088,1.5505623923926,1.47353190546088,0,0,0,0,8.94653669782086,33.0118660086144,32.4688607705942,26658270
0.99,0,1.65549734179992,1.65549734179992,1.57527023131563,1.65549734179992,1.57527023131563,0,0,0,0,9.28222658290447,33.1922576924051,32.5813767996324,26930300
1.00,0,1.76043229120724,1.76043229120724,1.67700855717039,1.76043229120724,1.67700855717039,0,0,0,0,9.61791646798807,33.3726493761959,32.6938928286707,27202320
1.01,0,1.86536724061456,1.86536724061456,1.77874688302514,1.86536724061456,1.77874688302514,0,0,0,0,9.95360635307168,33.5530410599867,32.8064088577089,27474340
1.02,0,1.97030219002188,1.97030219002188,1.88048520887989,1.97030219002188,1.88048520887989,0,0,0,0,10.2892962381553,33.7334327437774,32.9189248867472,27746370
1.03,0,2.07523713942921,2.07523713942921,1.98222353473464,2.07523713942921,1.98222353473464,0,0,0,0,10.6249861232389,33.9138244275682,33.0314409157854,28018390
1.04,0,2.18017208883653,2.18017208883653,2.08396186058939,2.18017208883653,2.08396186058939,0,0,0,0,10.9606760083225,34.094216111359,33.1439569448236,28290410
1.05,0,2.2851070382438495366797137562,2.28510703824385,2.18570018644414,2.28510703824385,2.18570018644414,0,0.000000,0.000000,0,11.296365893406106986236984085,34.274607795149758337272576237,33.256472973861897179084406096,28562430
1.06,0,2.2925165353275681395550694287,2.29251653532757,2.1935313866061,2.29251653532757,2.1935313866061,0,0.000000,0.000000,0,11.361315450627006986236984085,34.233357470560265825483842092,33.224783340202076331725469632,28834460
1.07,0,2.3007763390830649740507339900,2.30077633908306,2.20221289343985,2.30077633908306,2.20221289343985,0,0.000000,0.000000,0,11.415842057432776986236984085,34.196508438898826526933086009,33.196076913231232438680316136,29106480
1.08,0,2.3098571600306713619399113671,2.30985716003067,2.2117154174657,2.30985716003067,2.2117154174657,0,0.000000,0.000000,0,11.462933095849280986236984085,34.163148819407145449088918699,33.169825182641057449414260642,29378510
1.09,0,2.3197354641348270891967567753,2.31973546413483,2.22201542464811,2.31973546413483,2.22201542464811,0,0.000000,0.000000,0,11.504464812732454986236984084,34.132659836561827186123846624,33.145652278362925276362224586,29650530
1.10,0,2.3303925358394220111198038380,2.33039253583942,2.23309419943095,2.33039253583942,2.23309419943095,0,0.000000,0.000000,0,11.541677544997535986236984084,34.104553215816249812098442376,33.12323665794894609554781009,29922550
1.11,0,2.3418125889897326376240878919,2.34181258898973,2.24493595565951,2.34181258898973,2.24493595565951,0,0.000000,0.000000,0,11.575442302868805986236984084,34.078493995488186344286546802,33.10235902791493771423926652,30194580
1.12,0,2.3539826568125264164293728389,2.35398265681253,2.25752772656055,2.35398265681253,2.25752772656055,0,0.000000,0.000000,0,11.608442149286743986236984084,34.055580792898304113343016742,33.084254108042017897026217079,30466600
1.13,0,2.3668918088632000510730029945,2.3668918088632,2.27085858168947,2.3668918088632,2.27085858168947,0,0.000000,0.000000,0,11.645416675466070986236984085,34.038487265875848494203147513,33.071756680072045400986737982,30738620
1.14,0,2.3805309434434932739913261942,2.38053094344349,2.28491941934801,2.38053094344349,2.28491941934801,0,0.000000,0.000000,0,11.677969832485468986236984085,34.021132011554918553650133083,33.058627237261412544440208724,31010640
1.15,0,2.3948925757998451840792286320,2.39489257579985,2.29970275478261,2.39489257579985,2.29970275478261,0,0.000000,0.000000,0,11.706827950636676986236984085,34.003676073370453354411919222,33.045080006406704191157923825,31282670
1.16,0,2.4092545569631700773091311455,2.40925455696317,2.31448643902419,2.40925455696317,2.31448643902419,0,0.000000,0.000000,0,11.732561838252615986236984084,33.986228427476758023262606556,33.031266890579150582445715463,31554690
1.17,0,2.4243038653266332489761442329,2.42430386532663,2.3299574504659,2.42430386532663,2.3299574504659,0,0.000000,0.000000,0,11.755621988240346986236984084,33.96888099841655786450101237,33.017312923965039180538538317,31826710
1.18,0,2.4400625975105357127067580669,2.44006259751054,2.34613788572805,2.44006259751054,2.34613788572805,0,0.000000,0.000000,0,11.776369006345706986236984084,33.951676812235563604018017381,33.003290137907881740399826262,32098740
1.19,0,2.4561631064463814292984395079,2.45616310644638,2.36266009774214,2.45616310644638,2.36266009774214,0,0.000000,0.000000,0,11.795099924014384986236984085,33.934669577837731369609136587,32.989274349276023613765388309,32370760
1.20,0,2.4720191149958575706197064606,2.47201911499586,2.37866370238837,2.47201911499586,2.37866370238837,0,0.000000,0.000000,0,11.812059328196966986236984084,33.917874126334094864170906222,32.975301048987624591242013477,32642780
1.21,0,2.4675984991455019509238523798,2.4675984991455,2.37424308653802,2.4675984991455,2.37424308653802,0,0.000000,0.000000,0,11.823871014638818986236984085,33.898251913205856423091199745,32.958330039077952570187860724,32914810
1.22,0,2.4580119824992321151687639895,2.45801198249923,2.36465656989174,2.45801198249923,2.36465656989174,0,0.000000,0.000000,0,11.830800842796833986236984084,33.875637324954236214449342486,32.93823516553722762696409933,33186830
1.23,0,2.4488784733099565557225833428,2.44887847330996,2.35552306070247,2.44887847330996,2.35552306070247,0,0.000000,0.000000,0,11.833551056161519986236984085,33.850532102969300011329644017,32.915533327296217197867548429,33458850
1.24,0,2.4401533696013395480804088746,2.44015336960134,2.34679795699385,2.44015336960134,2.34679795699385,0,0.000000,0.000000,0,11.828870526565575986236984085,33.820662348369253520611343488,32.887894932919648841367698873,33730880
1.25,0,2.4317983372889710197653629271,2.43179833728897,2.33844292468148,2.43179833728897,2.33844292468148,0,0.000000,0.000000,0,11.819525149401147386236984085,33.787839391295031058131147282,32.857195240641056231806604168,34002900
1.26,0,2.4237799400585205643185167040,2.42377994005852,2.33042452745103,2.42377994005852,2.33042452745103,0,0.000000,0.000000,0,11.805981709602961486236984085,33.752334570485862978709040101,32.82372088907308787433428972,34274920
1.27,0,2.4160695567078279372342033569,2.41606955670783,2.32271414410034,2.41606955670783,2.32271414410034,0,0.000000,0.000000,0,11.788691549664439486236984085,33.714419636161581476651898961,32.787757209470397916712027335,34546940
1.28,0,2.4086414085743460540826136114,2.40864140857435,2.31528599596686,2.40864140857435,2.31528599596686,0,0.000000,0.000000,0,11.768075680829367386236984085,33.674341641727490337632347923,32.749564228049628887467777622,34818970
1.29,0,2.4014731619539254359668184944,2.40147316195393,2.30811774934644,2.40147316195393,2.30811774934644,0,0.000000,0.000000,0,11.744512835055857786236984085,33.63233189590631515706180753,32.709383980076613292641883649,35090990
1.30,0,2.3945447715990598308858005885,2.39454477159906,2.30118935899157,2.39454477159906,2.30118935899157,0,0.000000,0.000000,0,11.718365632375884386236984084,33.588607260364927002311168972,32.667443813587548523552609892,35363020
1.31,0,2.3878386850778684729051524792,2.38783868507787,2.29448327247038,2.38783868507787,2.29448327247038,0,0.000000,0.000000,0,11.689941442421903786236984085,33.543355818888278295158396454,32.623940293912479308253132165,35635040
1.32,0,2.3813386527202045969116911780,2.3813386527202,2.28798324011272,2.3813386527202,2.28798324011272,0,0.000000,0.000000,0,11.659529792852803686236984085,33.496747964832818669907938191,32.579052304549337368418860014,35907060
1.33,0,2.3750308421675699625064754535,2.37503084216757,2.28167542956008,2.37503084216757,2.28167542956008,0,0.000000,0.000000,0,11.627387932405307486236984085,33.448956142813215702747661369,32.532957939637094713142656052,36179090
1.34,0,2.3689024126006686323021509698,2.36890241260067,2.27554699999318,2.36890241260067,2.27554699999318,0,0.000000,0.000000,0,11.593748093336646486236984085,33.400120167485963056411243474,32.485803478820637665141100216,36451110
1.35,0,2.3629414106476003247497891460,2.3629414106476,2.26958599804011,2.3629414106476,2.26958599804011,0,0.000000,0.000000,0,11.558811157721786686236984085,33.350367580130362138417169725,32.437721472064941896288110192,36723130
1.36,0,2.3571374223127407367737452292,2.35713742231274,2.26378200970525,2.35713742231274,2.26378200970525,0,0.000000,0.000000,0,11.522760186150006486236984085,33.299811830818535646590257455,32.38883016414430249648736701,36995160
1.37,0,2.3514815002534243147092421031,2.35148150025342,2.25812608764594,2.35148150025342,2.25812608764594,0,0.000000,0.000000,0,11.485759809663661286236984085,33.248556435983737182788897325,32.339237247329657107509253834,37267180
1.38,0,2.3459643024431260188358577492,2.34596430244313,2.25260888983564,2.34596430244313,2.25260888983564,0,0.000000,0.000000,0,11.447958032822157986236984084,33.196702998077831137187421553,32.289047310416955763543076308,37539200
1.39,0,2.3405779782109608266149877800,2.34057797821096,2.24722256560347,2.34057797821096,2.24722256560347,0,0.000000,0.000000,0,11.409482273763761286236984085,33.144334495148218003598942812,32.238346317923082550161519614,37811220
1.40,0,2.3353158825038138865866672729,2.33531588250381,2.24196046989633,2.33531588250381,2.24196046989633,0,0.000000,0.000000,0,11.370446021278820986236984085,33.091519113265678019003818061,32.187205641488720847995507276,38083250
1.41,0,2.3301705920013402514777967671,2.33017059200134,2.23681517939385,2.33017059200134,2.23681517939385,0,0.000000,0.000000,0,11.330952588971581886236984084,33.038334266623232908459529498,32.135704210038420771704039652,38355270
1.42,0,2.3251363891108381333102315644,2.32513638911084,2.23178097650335,2.32513638911084,2.23178097650335,0,0.000000,0.000000,0,11.294684490146469586236984085,32.976711610813392561534159088,32.076803613083126537318749218,38627290
