ts,latitude,longitude,satellites
79.17,39.38136291503906,-8.281734466552734,12
79.37,39.38136672973633,-8.281728744506836,12
79.57,39.381370544433594,-8.281721115112305,12
79.77,39.381370544433594,-8.28171443939209,12
80.17,39.38137435913086,-8.281709671020508,12
80.37,39.38138198852539,-8.281702995300293,12
80.57,39.38138198852539,-8.281696319580078,12
80.77,39.38138198852539,-8.28169059753418,12
81.17,39.38138961791992,-8.2816801071167,12
81.37,39.38139343261719,-8.2816743850708,12
81.57,39.38139343261719,-8.281671524047852,12
81.77,39.38139724731445,-8.28166675567627,12
82.17,39.381404876708984,-8.281655311584473,12
82.37,39.381404876708984,-8.281649589538574,12
82.57,39.38140869140625,-8.281643867492676,12
82.77,39.381412506103516,-8.28164005279541,12
83.17,39.38142013549805,-8.281631469726562,12
83.37,39.38142395019531,-8.281625747680664,12
83.57,39.38142395019531,-8.28161907196045,12
83.77,39.38142395019531,-8.281615257263184,12
84.17,39.38143539428711,-8.281606674194336,12
84.37,39.38143539428711,-8.281599998474121,12
84.57,39.381439208984375,-8.281597137451172,12
84.77,39.38144302368164,-8.281591415405273,12
84.97,39.38144302368164,-8.281591415405273,12
85.17,39.38145065307617,-8.281580924987793,12
85.37,39.38145065307617,-8.281578063964844,12
85.57,39.38145446777344,-8.281573295593262,12
85.77,39.38146209716797,-8.281567573547363,12
86.17,39.381465911865234,-8.281559944152832,12
86.37,39.3814697265625,-8.281557083129883,12
86.57,39.381473541259766,-8.281550407409668,12
86.77,39.381473541259766,-8.281545639038086,12
87.17,39.3814811706543,-8.281538963317871,12
87.37,39.38148880004883,-8.281532287597656,12
87.57,39.38148880004883,-8.281526565551758,12
87.77,39.38148880004883,-8.281524658203125,12
88.17,39.38149642944336,-8.281517028808594,12
88.37,39.381500244140625,-8.281512260437012,12
88.57,39.381500244140625,-8.281509399414062,12
88.77,39.38150405883789,-8.281508445739746,12
89.17,39.38151168823242,-8.281495094299316,12
89.37,39.38151168823242,-8.281493186950684,12
89.57,39.38151550292969,-8.281490325927734,12
89.77,39.38152313232422,-8.281484603881836,12
90.17,39.38152313232422,-8.281475067138672,12
90.37,39.381526947021484,-8.281474113464355,12
90.57,39.38153076171875,-8.281469345092773,12
90.77,39.38153076171875,-8.281463623046875,12
91.17,39.381534576416016,-8.28145980834961,12
91.37,39.38154220581055,-8.281454086303711,12
91.57,39.38154220581055,-8.281447410583496,12
91.77,39.38154220581055,-8.281444549560547,12
92.17,39.38154983520508,-8.281438827514648,12
92.37,39.381553649902344,-8.281434059143066,12
92.57,39.381553649902344,-8.2814302444458,12
92.77,39.38155746459961,-8.281428337097168,12
92.97,39.38155746459961,-8.281428337097168,12
93.17,39.38156509399414,-8.281418800354004,12
93.37,39.38156509399414,-8.281415939331055,12
93.57,39.381568908691406,-8.281412124633789,12
93.77,39.38157272338867,-8.281408309936523,12
94.17,39.3815803527832,-8.281401634216309,12
94.37,39.3815803527832,-8.28139591217041,12
94.57,39.38158416748047,-8.281391143798828,12
94.77,39.38158416748047,-8.281387329101562,12
94.97,39.38158416748047,-8.281387329101562,12
95.17,39.381591796875,-8.281380653381348,12
95.37,39.381595611572266,-8.281376838684082,12
95.57,39.381595611572266,-8.281373977661133,12
95.77,39.38159942626953,-8.281370162963867,12
96.17,39.38160705566406,-8.281359672546387,12
96.37,39.38160705566406,-8.281355857849121,12
96.57,39.38161087036133,-8.281352043151855,12
96.77,39.381614685058594,-8.281349182128906,12
96.97,39.381614685058594,-8.281349182128906,12
97.17,39.38161849975586,-8.281341552734375,12
97.37,39.381622314453125,-8.281335830688477,12
97.57,39.38162612915039,-8.281331062316895,12
97.77,39.38162612915039,-8.281328201293945,12
98.17,39.381629943847656,-8.28132152557373,12
98.37,39.38163375854492,-8.281316757202148,12
98.57,39.38163375854492,-8.2813138961792,12
98.77,39.38163757324219,-8.281310081481934,12
99.17,39.38164138793945,-8.281295776367188,12
99.37,39.38164138793945,-8.281293869018555,12
99.57,39.38164520263672,-8.281293869018555,12
99.77,39.381649017333984,-8.281289100646973,12
100.17,39.381649017333984,-8.281281471252441,12
100.37,39.38165283203125,-8.281278610229492,12
100.57,39.381656646728516,-8.281271934509277,12
100.77,39.38166046142578,-8.281266212463379,12
101.17,39.38166046142578,-8.28126335144043,12
101.37,39.38166427612305,-8.281258583068848,12
101.57,39.38166427612305,-8.281251907348633,12
101.77,39.38166427612305,-8.281248092651367,12
102.17,39.38167190551758,-8.28123950958252,12
102.37,39.38167190551758,-8.281234741210938,12
102.57,39.38167190551758,-8.281232833862305,12
102.77,39.381675720214844,-8.281229019165039,12
102.97,39.381675720214844,-8.281229019165039,12
103.17,39.38167953491211,-8.281216621398926,12
103.37,39.38167953491211,-8.28121280670166,12
103.57,39.381683349609375,-8.281210899353027,12
103.77,39.38168716430664,-8.281207084655762,12
104.17,39.381690979003906,-8.281195640563965,12
104.37,39.381690979003906,-8.28118896484375,12
104.57,39.38169479370117,-8.281181335449219,12
104.77,39.38169479370117,-8.28117561340332,12
105.17,39.38169860839844,-8.281166076660156,12
105.37,39.3817024230957,-8.281161308288574,12
105.57,39.3817024230957,-8.281155586242676,12
105.77,39.38170623779297,-8.281149864196777,12
106.17,39.381710052490234,-8.281134605407715,12
106.37,39.381710052490234,-8.2811279296875,12
106.57,39.381710052490234,-8.281122207641602,12
106.77,39.381710052490234,-8.28111743927002,12
107.17,39.3817138671875,-8.281105041503906,12
107.37,39.381717681884766,-8.281097412109375,12
107.57,39.381717681884766,-8.28109073638916,12
107.77,39.381717681884766,-8.281084060668945,12
108.17,39.38172149658203,-8.281070709228516,12
108.37,39.3817253112793,-8.281063079833984,12
108.57,39.3817253112793,-8.281055450439453,12
108.77,39.3817253112793,-8.281049728393555,12
109.17,39.3817253112793,-8.281036376953125,12
109.37,39.38172912597656,-8.281030654907227,12
109.57,39.38172912597656,-8.281023025512695,12
109.77,39.38172912597656,-8.281014442443848,12
110.17,39.38172912597656,-8.281001091003418,12
110.37,39.38173294067383,-8.28099536895752,12
110.57,39.38173294067383,-8.280987739562988,12
110.77,39.38173294067383,-8.28098201751709,12
111.17,39.381736755371094,-8.280966758728027,12
111.37,39.381736755371094,-8.280959129333496,12
111.57,39.381736755371094,-8.280952453613281,12
111.77,39.381736755371094,-8.280948638916016,12
112.17,39.38174057006836,-8.280935287475586,12
112.37,39.38174057006836,-8.280928611755371,12
112.57,39.38174057006836,-8.280922889709473,12
112.77,39.38174057006836,-8.280915260314941,12
113.17,39.381744384765625,-8.280903816223145,12
113.37,39.381744384765625,-8.280898094177246,12
113.57,39.38174819946289,-8.280889511108398,12
113.77,39.381744384765625,-8.2808837890625,12
114.17,39.38174819946289,-8.280871391296387,12
114.37,39.38174819946289,-8.280863761901855,12
114.57,39.381752014160156,-8.280860900878906,12
114.77,39.381752014160156,-8.280856132507324,12
115.17,39.38175582885742,-8.280843734741211,12
115.37,39.38175582885742,-8.280839920043945,12
115.57,39.38175964355469,-8.280831336975098,12
115.77,39.38175964355469,-8.28082275390625,12
116.17,39.38175964355469,-8.280813217163086,12
116.37,39.38176345825195,-8.280806541442871,12
116.57,39.38176345825195,-8.280799865722656,12
116.77,39.38176345825195,-8.280795097351074,12
116.97,39.38176727294922,-8.280789375305176,12
117.17,39.38176727294922,-8.280780792236328,12
117.37,39.38176727294922,-8.28077220916748,12
117.57,39.38176727294922,-8.280767440795898,12
117.77,39.38176727294922,-8.280762672424316,12
118.17,39.381771087646484,-8.28075122833252,12
118.37,39.381771087646484,-8.280744552612305,12
118.57,39.38177490234375,-8.280736923217773,12
118.77,39.38177490234375,-8.280730247497559,12
118.97,39.38177490234375,-8.280730247497559,12
119.17,39.38177490234375,-8.280716896057129,12
119.37,39.38177490234375,-8.280712127685547,12
119.57,39.38177490234375,-8.280706405639648,12
119.77,39.381778717041016,-8.280699729919434,12
120.17,39.381778717041016,-8.280686378479004,12
120.37,39.381778717041016,-8.280680656433105,12
120.57,39.38178253173828,-8.280673027038574,12
120.77,39.38178253173828,-8.28066635131836,12
121.17,39.38178634643555,-8.280657768249512,12
121.37,39.38178634643555,-8.280649185180664,12
121.57,39.38178634643555,-8.280643463134766,12
121.77,39.38178634643555,-8.2806396484375,12
122.17,39.38179016113281,-8.280625343322754,12
122.37,39.38179016113281,-8.280621528625488,12
122.57,39.38179016113281,-8.280616760253906,12
122.77,39.38179397583008,-8.280610084533691,12
122.97,39.38179397583008,-8.280610084533691,12
123.17,39.381797790527344,-8.280600547790527,12
123.37,39.38180160522461,-8.28059196472168,12
123.57,39.38180160522461,-8.280585289001465,12
123.77,39.38180160522461,-8.280579566955566,12
124.17,39.381805419921875,-8.280567169189453,12
124.37,39.381805419921875,-8.280562400817871,12
124.57,39.38180923461914,-8.280555725097656,12
124.77,39.38180923461914,-8.280550956726074,12
125.17,39.381813049316406,-8.280534744262695,12
125.37,39.381813049316406,-8.280529022216797,12
125.57,39.381813049316406,-8.280523300170898,12
125.77,39.38181686401367,-8.280516624450684,12
126.17,39.38182067871094,-8.280506134033203,12
126.37,39.38182067871094,-8.280498504638672,12
126.57,39.3818244934082,-8.280491828918457,12
126.77,39.3818244934082,-8.280486106872559,12
127.17,39.38182830810547,-8.280471801757812,12
127.37,39.38182830810547,-8.280466079711914,12
127.57,39.381832122802734,-8.280462265014648,12
127.77,39.381832122802734,-8.280454635620117,12
128.17,39.3818359375,-8.28044319152832,12
128.37,39.381839752197266,-8.280436515808105,12
128.57,39.381839752197266,-8.28042984008789,12
128.77,39.381839752197266,-8.280426025390625,12
129.17,39.38184356689453,-8.280412673950195,12
129.37,39.3818473815918,-8.28040885925293,12
129.77,39.38185119628906,-8.280396461486816,12
130.17,39.38185501098633,-8.280385971069336,12
130.37,39.381858825683594,-8.280379295349121,12
130.57,39.381858825683594,-8.280373573303223,12
130.77,39.38186264038086,-8.280369758605957,12
131.17,39.381866455078125,-8.280357360839844,12
131.37,39.381866455078125,-8.280352592468262,12
131.77,39.38187026977539,-8.280342102050781,12
132.17,39.381874084472656,-8.280335426330566,12
132.37,39.38187789916992,-8.280329704284668,12
132.57,39.38188171386719,-8.280324935913086,12
132.77,39.38188171386719,-8.280320167541504,12
133.17,39.38188552856445,-8.28031063079834,12
133.37,39.38188552856445,-8.280306816101074,12
133.57,39.381893157958984,-8.280304908752441,12
133.77,39.381893157958984,-8.28030014038086,12
134.17,39.381900787353516,-8.280289649963379,12
134.37,39.381900787353516,-8.28028678894043,12
134.57,39.38190460205078,-8.280281066894531,12
134.77,39.38190841674805,-8.280277252197266,12
135.17,39.38191604614258,-8.28027057647705,12
135.37,39.38191604614258,-8.280263900756836,12
135.57,39.381919860839844,-8.28026008605957,12
135.77,39.38192367553711,-8.280257225036621,12
136.17,39.38193130493164,-8.28024673461914,12
136.37,39.38193130493164,-8.280243873596191,12
136.57,39.381935119628906,-8.280240058898926,12
136.77,39.38193893432617,-8.280235290527344,12
137.17,39.38194274902344,-8.280229568481445,12
137.37,39.3819465637207,-8.28022575378418,12
137.57,39.38195037841797,-8.280221939086914,12
137.77,39.381954193115234,-8.280220031738281,12
138.17,39.3819580078125,-8.280207633972168,12
138.37,39.381961822509766,-8.28020191192627,12
138.57,39.381961822509766,-8.280198097229004,12
138.77,39.38196563720703,-8.280194282531738,12
139.17,39.38197326660156,-8.280184745788574,12
139.37,39.38197708129883,-8.280179023742676,12
139.57,39.381980895996094,-8.280170440673828,12
139.77,39.381980895996094,-8.280163764953613,12
140.17,39.38197708129883,-8.280156135559082,12
140.37,39.38197708129883,-8.280158042907715,12
140.57,39.381980895996094,-8.280158042907715,12
140.77,39.381988525390625,-8.280157089233398,12
141.17,39.38200378417969,-8.2801513671875,12
141.37,39.38199996948242,-8.280147552490234,12
141.57,39.381996154785156,-8.2801513671875,12
141.77,39.381996154785156,-8.280156135559082,12
142.17,39.381996154785156,-8.280165672302246,12
142.37,39.381988525390625,-8.280167579650879,12
142.57,39.38195037841797,-8.280160903930664,12
