#version,serial,flight,call,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage,connected,locked,nsat,latitude,longitude,altitude,year,month,day,hour,minute,second,pad_dist,pad_range,pad_az,pad_el,pdop,hdop,vdop,sat01,sat02,sat03,sat04,sat05,sat06,sat07,sat08,sat09,sat10,sat11,sat12,sat13,sat14,sat15,sat16,sat17,sat18,sat19,sat20,sat21,sat22,sat23,sat24,sat25,sat26,sat27,sat28,sat29,sat30,sat31,sat32
6, 5115, 1,VA3NPN,    -0.13, 3,   boost,   -0.00,  86450.00, 1319.10,   -0.76,    0.00, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,    -0.12, 3,   boost,   -0.00,  86449.00, 1319.19,   -0.66,    0.00, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,    -0.11, 3,   boost,   -0.00,  86440.00, 1320.05,    0.19,    0.00, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,    -0.10, 3,   boost,   -0.00,  86428.00, 1321.18,    1.33,    0.00, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,    -0.09, 3,   boost,   -0.00,  86435.00, 1320.52,    0.66,    0.00, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,    -0.08, 3,   boost,   -0.00,  86438.00, 1320.23,    0.38,    0.00, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,    -0.07, 3,   boost,   -0.00,  86450.00, 1319.10,   -0.76,    0.01, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,    -0.06, 3,   boost,    0.53,  86422.00, 1321.75,    1.89,    0.03, 33.9, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,    -0.05, 3,   boost,    0.53,  86434.00, 1320.61,    0.76,    0.11, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,    -0.04, 3,   boost,    3.18,  86449.00, 1319.19,   -0.66,    0.29, 33.9, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,    -0.03, 3,   boost,   35.52,  86474.00, 1316.83,   -3.03,    0.60, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,    -0.02, 3,   boost,   67.32,  86456.00, 1318.53,   -1.33,    1.07, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,    -0.01, 3,   boost,   84.81,  86465.00, 1317.68,   -2.18,    1.69, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
6, 5115, 1,VA3NPN,     0.00, 3,   boost,   89.59,  86434.00, 1320.61,    0.76,    2.43, 34.0, 0.00, 0.00, 3.87, 1, 1, 11,  32.9395046,-106.9114515,  1390.0, 2022,  6, 24, 15, 17, 16,        0,        0,   0,   0,   1.4,2147483647.0,2147483647.0,  0, 36, 25,  0,  0, 27,  0,  0,  0,  0, 33, 36, 25, 21,  0,  0, 33,  0, 25, 32,  0,  0,  0, 34,  0,  0,  0,  0,  0, 33,  0,  0
